Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-06-26 04:29:55+00:00,mariodico50 santiago102873 tuimss y usted nunca fue al seguro deje de mamar  ahora si les preocupa pero llegan al poder y se hacen pendejos  ,jorgevi60396441,jorge vidal,"tepatitlan de morelos, jalisco",es,tuimss y usted nunca fue al seguro deje de mamar ahora si les preocupa pero llegan al poder y se hacen pendejos
2023-05-15 16:09:28+00:00,"lunes de datos

durante abril 2023 el sector del cemento y el concreto registraron un total de 33344 empleos directos

fuente direccion de analisis economico canacem con datos del imss datos abiertos abril 2023

orgullocanacem cementomexicano concretomexicano",yswierzynski,yanina navarro,unknow,es,lunes de datos durante abril el sector del cemento y el concreto registraron un total de empleos directos fuente dirección de analisis economico capaces con datos del imss datos abiertos abril orgullocanacem cementomexicano concretomexicano
2023-06-19 13:26:16+00:00,jjdiazmachuca lopezobrador cuitlahuacgj tuimss sigan votando por esos pendejos de morena y el kks apestodo enano lopezobrador ,el_negro_brechu,rene brechu,unknow,es,jjdiazmachuca lopezobrador cuitlahuacgj tuimss sigan votando por esos pendejos de morena y el kms apestoso enano lopezobrador
2023-03-02 03:13:01+00:00," la secretaria de salud municipal realizo la 1era  mesa tecnica de aseguramiento del ano 2023 donde se trataron temas con los diferentes entes de salud del municipio para poder mejorar la salud y atencion de los usuarios de villa del rosario

vuelvenlosbuenostiempos httpstcoklzei4eocs",alcvillarosario,alcaldia de villa del rosario,"villa del rosario, colombia",es,la secretaria de salud municipal realizo la mesa tecnica de asesoramiento del ano donde se trataron temas con los diferentes entes de salud del municipio para poder mejorar la salud y atención de los usuarios de villa del rosario vuelvenlosbuenostiempos
2023-05-15 17:50:10+00:00,vdl  dr luis alberto tinajero ochoa medico residente del hospital de oncologia centro medico nacional siglo xxi del imss habla sobre los factores de riesgo del cancer de ovario httpstcoyinivaqadc,vozdelideres,voz de lideres,unknow,es,vil dr luis alberto viajero ocho medico residente del hospital de oncología centro medico nacional siglo xxi del imss habla sobre los factores de riesgo del cancer de ovario httpstcoyinivaqadc
2023-04-27 02:30:44+00:00,"entrevistamvs  

se trasladan los mismos vicios que tuvo el insabi al imssbienestar dijo chertorivsk

escuchalo aqui 

httpstcovppb7c7cvb",anafvega,ana francisca vega ,mexico,es,entrevistamos se trasladan los mismos vicios que tuvo el insano al imssbienestar dijo chertorivsk escuchalo aqui
2023-06-11 15:42:51+00:00,"roxsftmx moisesg05710312 ponchogutz hlgatell amlo las estadisticas del imss muestran un indice de surtido de recetas dentro de lo que marca la onu
es bastante alto y con retrasos pero al final terminan surtidos excepto los medicamentos controlados que es es otra historia no hay suficiente produccion ademas de lo que cuestan",elprincipitotw,el principito,unknow,es,roxsftmx ponchogutz hlgatell malo las estadisticas del imss muestran un indice de surtido de recetas dentro de lo que marca la onu es bastante alto y con retrasos pero al final terminan surtidos excepto los medicamentos controlados que es es otra historia no hay suficiente producción ademas de lo que cuestan
2023-06-01 17:48:54+00:00,y no es el unico cambio profundo y mal hecho del issste pero en fin,lampara_guajira,lampara,unknow,es,y no es el unico cambio profundo y mal hecho del issste pero en fin
2023-05-12 13:12:01+00:00,lu1smestas cesargsanchez este par que uno le metio dos goles a atlas hace 5 anos y el otro esta mas desaparecido que medica adscrito del imss largo los dos y sus novias de mi club,pajahro,pajahro,the hills,es,cesargsanchez este par que uno le metio dos goles a atlas hace anos y el otro esta mas desaparecido que medica escrito del imss largo los dos y sus novias de mi club
2023-05-17 13:12:44+00:00,bajo el lema mide correctamente tu presion arterial para y tomala con calma la secretaria de salud departamental y municipal invita a los ciudadanos para que regularmente revisen como esta su diagnostico para poder prevenir o empezar un tratamiento adecuado  httpstcosx67nllaa6,alcaldiadehonda,alcaldia de honda,honda-tolima,es,bajo el lema mide correctamente tu presion arterial para y tomala con calma la secretaria de salud departamental y municipal invita a los ciudadanos para que regularmente revisen como esta su diagnostico para poder prevenir o empezar un tratamiento adecuado
2023-02-07 15:56:41+00:00,la fiscalia anticorrupcion y la fiscalia general detienen a tres por el caso meningitis   joaquin antonio ex titular   coprised de durango guadalupe ex verificadora de esa   area   pertenecientes a la secretaria de salud asi como omar anestesiologo el hospital del parque httpstcoetiygrirvd,pilaraguilarm,pilar aguilar,"durango, dgo.",es,la fiscalia anticorrupción y la fiscalia general detienen a tres por el caso meningitis joaquin antonio ex titular coprised de durando guadalupe ex verificador de esa area pertenecientes a la secretaria de salud asi como omar anestesiólogo el hospital del parque httpstcoetiygrirvd
2023-06-25 00:58:53+00:00,adriaaaaaa el imss te necesita ,julio_esc_hdez,julio,"tonala, jalisco",es,adriaaaaaa el imss te necesita
2023-06-19 17:59:44+00:00,jjdiazmachuca imelgom69 lopezobrador cuitlahuacgj tuimss ya desviaron todos los recursos,mariquita0368,marycar,unknow,es,jjdiazmachuca lopezobrador cuitlahuacgj tuimss ya desviaron todos los recursos
2023-06-15 06:25:16+00:00,jerryivan tuimss pero que lo paguen los gobiernicolas para eso les pagan ustedes,ricardobsalinas,don ricardo salinas pliego,ciudad de mexico,es,jerryivan tuimss pero que lo paguen los gobiernicolas para eso les pagan ustedes
2023-04-29 13:18:27+00:00,jesusrcuevas asfmexico y tu cuanto ganas hace mas un afiliado al imss que tu,gmoqns,guillermo quinones,unknow,es,jesusrcuevas asfmexico y tu cuanto ganas hace mas un afiliado al imss que tu
2023-05-08 16:40:50+00:00,lunes con muchas ganas de pelear con el imss ,elenavvalles,elena,sonora,es,lunes con muchas ganas de pelear con el imss
2023-05-18 16:08:32+00:00,despues de ver los sueldos del imss bienestar tanto para medicos medicos especialistas enfermeros tecnicoslicenciadosespecialistas y los laboralistas solo puedo decir que chingo su madre ,iquedaphnee,daph ,unknow,es,despues de ver los sueldos del imss bienestar tanto para medicos medicos especialistas enfermeros tecnicoslicenciadosespecialistas y los laboristas solo puedo decir que chingo su madre
2023-04-29 01:14:09+00:00,blancasmadrigal tuimss pinch3 tuimss no tienen medicinas ni madre,ecogumpet,mr. raton  ,isla clipperton.,es,blancasmadrigal tuimss tuimss no tienen medicinas ni madre
2023-05-25 22:03:03+00:00,"carlosmartinh imsspue permiso para mi tesis se titulara proceso para evitar cargas de diversos materiales ajenos a una construccion reciente  y por
 medio natural bajo lluvia limpiar y evitar carga 
principalmente en hospitales o clinicas me lo piden para maestria en dinamarca",juanvj1,juan i.m,unknow,es,carlosmartinh imsspue permiso para mi tesis se titular proceso para evitar cargas de diversos materiales ajenos a una construcción reciente y por medio natural bajo lluvia limpiar y evitar carga principalmente en hospitales o clinicas me lo piden para maestria en dinamarca
2023-04-27 18:47:17+00:00,patyarmendariz tuimss hay dona momia cuando aprendera,mrelmo15,senor lechuga,"chihuahua, mexico",es,patyarmendariz tuimss hay dona momia cuando aprendera
2023-05-26 01:03:02+00:00,tuimss el imss no sirve para una enfermedad grave lo dejan morir a uno en las clinica ojala pudieran hacer algo para todos los enfermos y no darles largas y peros x eso trabajamos muchos anos para q nos den un servicio medico espero hagan algo,margari43210563,margarita guerrero,unknow,es,tuimss el imss no sirve para una enfermedad grave lo dejan morir a uno en las clinica ojala pudieran hacer algo para todos los enfermos y no darles largas y peros x eso trabajamos muchos anos para q nos den un servicio medico espero hagan algo
2023-05-30 14:25:21+00:00,trabajamos por un nuevo issste en atencion primaria de la salud promoviendo la deteccion y atencion de enfermedades cronicas como la obesidad con el apoyo del equipo multidisciplinario de salud httpstcol3kmizrxur,drarociogonzale,dra. rocio gonzalez gtz,unknow,es,trabajamos por un nuevo issste en atención primaria de la salud promoviendo la detección y atención de enfermedades crónicas como la obesidad con el apoyo del equipo multidisciplinario de salud
2023-05-11 15:30:23+00:00," envivo  develacion del billete de loteria alusivo al 20 aniversario de fundacion imss 
sorteozodiaco no 1613",lotenal,loteria nacional,mexico,es,envio revelación del billete de loteria abusivo al aniversario de fundación imss sorteozodiaco no
2023-03-17 21:06:21+00:00,sevillacritico durante la pandemia covi19  ls alumns no asistieron a clases en la unam gobierno secretaria de salud atendieron ese asunto leer para creer deshonestidad de funcionario publico,pk51_,peque,unknow,es,sevillacritico durante la pandemia ls alumnos no asistieron a clases en la una gobierno secretaria de salud atendieron ese asunto leer para creer deshonestidad de funcionario publico
2023-06-25 21:39:29+00:00,mariodico50 tuimss zoerobledo nada mas se va de paseo a chiapas mientras el imss colapsa la atencion al asegurado medica y administrativa pesima todo gracias tambien a su sindicato que hace de los empleados una bola de hueeeevones,wichomg,victorg,mexico d.f,es,tuimss zoerobledo nada mas se va de paseo a chispas mientras el imss colapsa la atención al asegurado medica y administrativa pesima todo gracias tambien a su sindicato que hace de los empleados una bola de hueeeevones
2023-01-08 17:00:00+00:00,"tamaulipas   la secretaria de salud los detecta en migrantes durante las revisiones que realizan en los centros de apoyo a estas personas en los municipios de la frontera norte del estado 

httpstcojpfaqito3y",larazontampico,la razon de tampico,"tampico, tamaulipas, mexico",es,tamaulipas la secretaria de salud los detecta en migrantes durante las revisiones que realizan en los centros de apoyo a estas personas en los municipios de la frontera norte del estado
2023-03-31 04:30:49+00:00,las playas de guerrero estan limpias y listas para los turistas asegura la secretaria de salud  httpstcomv5ete0u4d,bajopalabragro,bajo palabra,mexico,es,las playas de guerrero estan limpias y listas para los turistas asegura la secretaria de salud
2023-06-16 18:11:04+00:00,"marioriestra tuimss rivaleo hectorhugocruz albertoruedae carlostorresf soyblancaalcala ferbelaunzaran carobeauregard carovinales almarosa albertorubio zoerobledo delegacioncs una disculpa error en la escritura
hospital",mariagu26822676,maria guadalupe lopez y espinosa,unknow,es,marioriestra tuimss rivales hectorhugocruz albertoruedae carlostorresf soyblancaalcala ferbelaunzaran carobeauregard cardinales amorosa albertorubio zoerobledo delegaciones una disculpa error en la escritura hospital
2023-04-28 01:43:28+00:00,patyarmendariz tuimss quien se hara responsable de las muertes que causaron con sus malas decisiones,mduranqro,mauricio(tm),unknow,es,patyarmendariz tuimss quien se hara responsable de las muertes que causaron con sus malas decisiones
2023-06-11 04:49:32+00:00,mistwolf bpg1977 luisfer70931331 lopezobrador tuimss zoerobledo a mi jefa le dieron cita con el especialista para crearle el tobilo en muchos meses,alexcol06, alejandro 100 % chairo y obradorista. ,inframundo,es,mistwolf lopezobrador tuimss zoerobledo a mi jefa le dieron cita con el especialista para crearle el tobillo en muchos meses
2023-05-09 04:30:49+00:00,tuimss hago a uds una peticion especial padezco de enfermedad pulmonar rumatoideacon artritis reumatoideneumopatia intersticalutilizando   rituxomabel cual no lo hay en la clinica 30el cual deven tenerdeceo contar con su apoyogracias,estrellami24887,estrella miel,unknow,es,tuimss hago a uds una petición especial padezco de enfermedad pulmonar rumatoideacon artritis reumatoideneumopatia intersticalutilizando rituxomabel cual no lo hay en la clinica cual deven tenerdeceo contar con su apoyogracias
2023-05-01 15:46:34+00:00,"tuimss muy lamentable el imssy ahora con la nueva reforma que todos los que no tienen una institucion de salud publica  se van al imss
que esperan 

que colapse el imss",cobelrocio,rocio cobel,unknow,es,tuimss muy lamentable el imssy ahora con la nueva reforma que todos los que no tienen una institución de salud publica se van al imss que esperan que colapse el imss
2023-05-14 08:03:29+00:00,trabaje desde muy chico 16 anos cuando ya ganaba como una persona normal con prestaciones de ley menos imss ni afore jamas pense terminar la prepa hoy a un semestre de terminar no me arrepiento de absolutamente nada estoy tan orgulloso de mi ,potecito1000_,potecito1000 ,"queretaro, queretaro arteaga",es,trabaje desde muy chico anos cuando ya ganaba como una persona normal con prestaciones de ley menos imss ni adore jamas pense terminar la prepa hoy a un semestre de terminar no me arrepiento de absolutamente nada estoy tan orgulloso de mi
2023-06-22 05:17:18+00:00,gobiernomx tuimss zoerobledo imssbienestar con que atiendan y den servicio en tiempo y medicamentos en el momento es mas que suficiente putos discursos vacios sin sustento,crisalarcon7,cristian alarcon o.,"mexico, d.f.",es,gobierno tuimss zoerobledo imssbienestar con que atiendan y den servicio en tiempo y medicamentos en el momento es mas que suficiente putos discursos vacios sin sustento
2023-04-27 19:35:54+00:00,jesusvilla fuiste al imss ,abg_02,ariz,"puebla, mexico",es,jesusvilla fuiste al imss
2023-05-22 20:22:20+00:00,"imsspue necesito de su ayuda 

tengo un paciente grave en la margarita que necesita pasar a terapia intensiva y no nos hacen caso

esta en el anexo y que necesita ambulancia

por favor ayudenme",gera_fp,gerardo flores petlacalco,unknow,es,imsspue necesito de su ayuda tengo un paciente grave en la margarita que necesita pasar a terapia intensiva y no nos hacen caso esta en el anexo y que necesita ambulancia por favor ayudenme
2023-04-28 15:09:55+00:00,"tuimss tengo una duda las clinicas de especialidades trabajan en domingo
tengo una cita para dermatologia pero es el domingo esto es correcto o se equivocaron",maryannaglzs,maryanna gonzalez,unknow,es,tuimss tengo una duda las clinicas de especialidades trabajan en domingo tengo una cita para dermatología pero es el domingo esto es correcto o se equivocaron
2023-05-25 23:12:31+00:00,"todavia no se extingue el insabimx y comienzan ya los problemas en el opd imssbienestar
hoy estudiantes y profesionistas de la carrera de enfermeria salieron a las calles de la cdmx a protestar por los bajos salarios y respeto a su profesion httpstcoynofmcyfvp",ruth_rodriguezp,ruth rodriguez,unknow,es,todavia no se extingue el insabimx y comienzan ya los problemas en el old imssbienestar hoy estudiantes y profesionistas de la carrera de enfermeria salieron a las calles de la como a protestar por los bajos salarios y respeto a su profesion httpstcoynofmcyfvp
2023-05-11 15:09:11+00:00,"la gente esta muriendo esperando a que el imss programe sus cirugias o tratamientos 

actualmente si requieres una cirugia compleja o un tratamiento medico importante el imss tarda en programartelo entre 6 meses y un ano

la gente esta recurriendo a amparos judiciales para exigir celeridad en sus programaciones medicasnoesbroma  urge un cambio cambiemosmexico cambiemossonora",gildardoreal,gildardo real,unknow,es,la gente esta muriendo esperando a que el imss programe sus cirugias o tratamientos actualmente si requieres una cirugia compleja o un tratamiento medico importante el imss tarda en programarlo entre meses y un ano la gente esta recurriendo a amparo judiciales para exigir celeridad en sus proclamaciones medicasnoesbroma urge un cambio cambiemosmexico cambiemossonora
2023-05-23 17:43:50+00:00,"ya hay 700 medicos cubanos en hospitales de mexico amlo

el presidente recalco que la falta de medicos en mexico se dio por falta de oportunidades en sexenios pasados

te pregunto que opinas en el tema
te leo

sepmx ssaludmx gobiernomx tuimss issstemichoacan issstemx httpstcoqwwgn8gjrv",rafaelcortes1,rafael cortes lopez,mexico,es,ya hay medicos cubanos en hospitales de mexico malo el presidente recalco que la falta de medicos en mexico se dio por falta de oportunidades en exentos pasados te pregunto que opinas en el tema te leo sepa ssaludmx gobierno tuimss issstemichoacan issstemx
2023-06-08 15:44:18+00:00,transicion del insabi a imssbienestar no afecta atencion medica ni abasto de medicamentos httpstcoveanhab6wn a traves de httpstwittercomntpnewsss08 imss medicamentos insabimx,ntpnewss,ntpnewss,cdmx,es,transición del insano a imssbienestar no afecta atención medica ni abasto de medicamentos a traves de imss medicamentos insabimx
2023-02-10 00:33:24+00:00,puros corajes me hace pasar la secretaria de salud,monserrattdiana,dianutria,unknow,es,puros coraje me hace pasar la secretaria de salud
2023-05-17 19:19:08+00:00,la nom 127 mexicana regula los limites permisibles de los componentes del agua para su potabilizacion mas certera cuidando la salud de la sociedad mexicana en aguakan cumplimos con todas las normas establecidas por la secretaria de salud httpstcoznjiwsakcd,dhcaguakan,aguakan,"cancun, q. roo",es,la nom mexicana regula los limites permisible de los componentes del agua para su potabilizacion mas certera cuidando la salud de la sociedad mexicana en agradan cumplimos con todas las normas establecidas por la secretaria de salud httpstcoznjiwsakcd
2023-06-02 16:42:46+00:00,"cada gestion presidencial sexenal buscaba crear nuevas instituciones

cardenas el ipn el colegio de mexico y el inah

avila camacho el imss y el colegio nacional 

miguel aleman  legislo sobre el voto de las mujeres establecio el inba 
httpstcogd8ls4b4sq",patto53288125,patto paton,gdl,es,cada gestión presidencial sexual buscaba crear nuevas instituciones cadenas el in el colegio de mexico y el nah avisa macho el imss y el colegio nacional miguel aleman elegirlo sobre el voto de las mujeres establecio el iba
2023-05-13 05:34:20+00:00,voysolaalcine el imss,beelzeebosss,darling7,silent hill,es,voysolaalcine el imss
2023-06-20 21:55:59+00:00,ginanoticias delfinagomeza drpedrozenteno issstemx el unico que cree que todos tienen que ser pobres y que hay que vivir con austeridad y con un par de zapatos y 200 en la cartera es tu presidente yo solo critico su doble moral y la riqueza desde donde gobiernan la pobreza es para el pueblo,fabianhdz00,fabian hernandez,unknow,es,ginanoticias delfinagomeza drpedrozenteno issstemx el unico que cree que todos tienen que ser pobres y que hay que vivir con austeridad y con un par de zapatos y en la cartera es tu presidente yo solo critico su doble moral y la riqueza desde donde gobiernan la pobreza es para el pueblo
2023-05-20 14:15:11+00:00,tuimss tu esperas que si vas a perder el dia laboral dinero en traslado tiempo de espera al menos te den una explicacion concreta y no te salgan con respuestas queriendo abusar de tu inteligencia como en hgr2 echndo la bola de hombro a columna a rehabilitacion y al familiar,lugostepario,chavasalvador,mexico,es,tuimss tu esperas que si vas a perder el dia laboral dinero en traslado tiempo de espera al menos te den una explicación concreta y no te salgan con respuestas queriendo abusar de tu inteligencia como en echado la bola de hombro a columna a rehabilitación y al familiar
2023-06-27 17:27:12+00:00,ya me arte de hacer el ss en el imss,iloveceviche10,adriana,unknow,es,ya me arte de hacer el ss en el imss
2023-05-28 19:44:00+00:00,"la secretaria de salud de  advierte que el cancer de cuello uterino es la segunda causa de muerte por cancer entre las mujeres del pais desde 2006

haz oir tu voz firma la declaracion global para eliminar el cancer de cuello uterino httpstcoywwgs5t8dz httpstcoipzd2afpke",ghslatina, global health strategies america latina,america latina,es,la secretaria de salud de advierte que el cancer de cuello uterino es la segunda causa de muerte por cancer entre las mujeres del pais desde haz oir tu voz firma la declaración global para eliminar el cancer de cuello uterino
2023-05-12 22:20:51+00:00,tuimss zoerobledo maralezama imssbienestar hola buenas tardes escribo atentamente para preguntar acerca de la alguna fecha pactada para el inicio de labores en imss opd en los diferentes hospitales del pais agradezco su amable atencion,moyglezcarcamo,moises glez. carcamo,unknow,es,tuimss zoerobledo maralezama imssbienestar hola buenas tardes escribo atentamente para preguntar acerca de la alguna fecha patada para el inicio de labores en imss old en los diferentes hospitales del pais agradezco su amable atención
2023-06-04 05:00:42+00:00,claudiashein lopezobrador usted sabe que el imss solo registra los nuevos empleos y las bajas ejemplo un trabajador se emplea a inicio de mes 1 empleo nuevo pero por circunstancias renuncia y consigue otro empleo 2 empleos en 1 mes asi funciona  y las bajas solo las reportan cada trimestre,artlares64,artlares,cdmx,es,claudiashein lopezobrador usted sabe que el imss solo registra los nuevos empleos y las bajas ejemplo un trabajador se emplea a inicio de mes empleo nuevo pero por circunstancias renuncia y consigue otro empleo empleos en mes asi funciona y las bajas solo las reportan cada trimestre
2023-05-16 16:35:28+00:00,junio vendra con pago adelantado de pensiones imss e issste  httpstco3fogmn8ffz,elportal24,elportal24,unknow,es,junio vendra con pago adelantado de pensiones imss e issste
2023-05-01 16:37:16+00:00,miavieraa1 walle24723543 zoerobledo clubamerica henrymartinm tuimss no le constes mia que se puede esperar de una persona que ni su nombre pone y segun tiene empatia por los animales creyendo que eso lo hace humano no valia la pena ni tu atencion ha de comer croquetas nada mas  tambien,carreonazcue,pedro hector carreon azcue,la zona limitrofe ,es,zoerobledo clubamerica henrymartinm tuimss no le conste mia que se puede esperar de una persona que ni su nombre pone y segun tiene empatia por los animales creyendo que eso lo hace humano no valia la pena ni tu atención ha de comer croquetas nada mas tambien
2023-05-14 18:07:35+00:00,hctorm elimparcialcom que poca madre  en tanto en mexico limitando la vacuna pzfizer medicamentos que aun cuando los amlovers lo niegan es una realidad mi suegra acaba enfermar covid  tuimss receta paracetamol loratidina sorpresa no habia en farmacia nada eso en la capital del estado,joseant67558777,jose antonio garcia,unknow,es,actor elimparcialcom que poca madre en tanto en mexico limitando la vacuna pzfizer medicamentos que aun cuando los alvers lo niegan es una realidad mi suegra acaba enfermar comida tuimss receta paracetamol loratidina sorpresa no habia en farmacia nada eso en la capital del estado
2023-06-14 23:51:21+00:00,ya van como 4 veces que vengo al imss para entregar documentacion para la ayuda de funeral de mi papa y cada vez resulta que me hace falta un documento diferente que no estaba en la lista o que nada mas de repente deciden que me hace falta,manuelinux,mr perfiles,cementerio de libros olvidados,es,ya van como veces que vengo al imss para entregar documentación para la ayuda de funeral de mi papa y cada vez resulta que me hace falta un documento diferente que no estaba en la lista o que nada mas de repente deciden que me hace falta
2023-03-29 18:12:04+00:00,te invitamos a conocer los documentos en materia de etica que rigen a la secretaria de salud  visita el micrositio  httpstcozivs2ntso2,censida,censida,ciudad de mexico,es,te invitamos a conocer los documentos en materia de etica que rigen a la secretaria de salud visita el micrositio
2023-06-01 00:47:33+00:00,lopezobrador el dia que guste vaya a la cinica del imss que guste principalmente en urgencias y diaga esas palabras para gente stupida o arrastrada y vera como le va le van a recordar a su santa madre que se va escuchar hasta tabasco,alejandrogilme5,mexi can't,mexico,es,lopezobrador el dia que guste vaya a la cínica del imss que guste principalmente en urgencias y diga esas palabras para gente estupida o arrastrada y vera como le va le van a recordar a su santa madre que se va escuchar hasta tabasco
2023-05-15 03:39:57+00:00,la pregunta es donde si nunca hay lugar deben hombres a partir de los 40 anos acudir a revisiones preventivas imss httpstcoiwrcug3qym,adolforeportero,adolfo,"san luis potosi, mexico",es,la pregunta es donde si nunca hay lugar deben hombres a partir de los anos acudir a revisiones preventivas imss
2023-01-27 17:10:34+00:00,"la secretaria de salud federal desembolso 78 mdp para rehabilitar la nueva sede de la dependencia en guerrero donde despacha el secretario jorge alcocer se trata de un edificio que fue cedido a la federacion por el gobierno de guerrero
httpstcojebbw6adei",proyectodossier,dossier22,unknow,es,la secretaria de salud federal desembolso mp para rehabilitar la nueva sede de la dependencia en guerrero donde despacha el secretario jorge acoger se trata de un edificio que fue cedido a la federación por el gobierno de guerrero
2023-05-25 13:09:15+00:00,tribunavigila imsspue marioriestra noticiastribuna codigorojopue alebautribuna marilolipellon giselatribuna lilianatribuna irmatribuna erickbecerra1 leonardotorixa yassgv12 pobre personal y pobres pacientes  buenos dias,guadalu18089848,guadalupe soto mendez,unknow,es,tribunavigila imsspue marioriestra noticiastribuna codigorojopue alebautribuna marilolipellon giselatribuna lilianatribuna irmatribuna leonardotorixa pobre personal y pobres pacientes buenos dias
2023-06-16 17:20:15+00:00,"rochaperiodista lo que deberia hacer zoerobledo es atender todas las clinicas y hospitales del tuimss que estan sin clima y posponiendo cirugias por falta del mismo calor intenso 
a donde fueron a dar los recursos para mantenimiento 
la 4t queda mucho a deber con el imss lopezobrador",eduardovarvi1,eduardo vargas,"monterrey, nuevo leon",es,rochaperiodista lo que deberia hacer zoerobledo es atender todas las clinicas y hospitales del tuimss que estan sin clima y posponiendo cirugias por falta del mismo calor intenso a donde fueron a dar los recursos para mantenimiento la queda mucho a deber con el imss lopezobrador
2023-06-20 14:29:55+00:00,admonpublica1 anaidag ahi les voy personal administrativo del issste httpstcosef2atssvn,erotica_utopia,capitan alatriste,unknow,es,anidar ahi les voy personal administrativo del issste
2023-04-28 01:36:27+00:00,rubenrbn2021 tuimss criminal mentiroso ya basta,rlopez40711,roberto lopez zam,unknow,es,tuimss criminal mentiroso ya basta
2023-05-28 23:08:00+00:00,revistapolemon lopezobrador atiendanse uds tambien polemon y burocratas en el imss da rabia que digan tanta estupidezp3nd3jos,j72444733,blackmatter,in your wet dreams...,es,revistapolemon lopezobrador atiendan uds tambien pokemon y burócratas en el imss da rabia que digan tanta
