Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-05-24 03:10:48+00:00,"mariodico50 tuimss issstemx pemex unammx cfemx metrocdmx partidomorenamx hizo y dehizo al imms clyfc unam pemex metro etc etc
todas corrompidas hasta el tuetano por politicos y empresarios inescrupulosos
no creas que no lo tenemos presente mario",carmenprezmerc1,carmen perez mercado.,unknow,es,tuimss issstemx pelea unamos crema metrocdmx partidomorenamx hizo y deshizo al mms clic una pelea metro etc etc todas corrompidas hasta el tuétano por politicos y empresarios inescrupulosos no creas que no lo tenemos presente mario
2023-04-04 17:53:54+00:00,secretaria de salud entrega recomendaciones al momento de comprar pescado httpstco8bgj5nkgck httpstcogf6rf5xysj,enlace_tv,enlace television,barrancabermeja,es,secretaria de salud entrega recomendaciones al momento de comprar pescado
2023-06-16 13:17:42+00:00,video moriran de calor dicen familiares de pacientes del imss via reforma httpstcoqxwp6bpgkm,luciorm,lucio ramirez medina,unknow,es,video moriran de calor dicen familiares de pacientes del imss via reforma
2023-06-10 01:35:26+00:00,ricardobringas cadenapolitica lopezobrador issemym la federalizacion de los sistemas de salud estatales por medio de imss bienestar es la prioridad del gobierno  actual en cuestion de universalidad a la salud la institucion prioritaria en el estado de mexico por cuestiones financiera es issemym despues seguira isem,dryorcho,dr yorch,mexico,es,ricardobringas cadenapolitica lopezobrador issemym la federalizacion de los sistemas de salud estatales por medio de imss bienestar es la prioridad del gobierno actual en cuestion de universalidad a la salud la institución prioritaria en el estado de mexico por cuestiones financiera es issemym despues seguira item
2023-06-25 01:55:47+00:00,lopezobrador hasta cuando dejaras de hacer show y cumpliras tu palabra de base a medicos de estatuto imss bienestar en tamaulipas hace 4 anos dejaste tu palabra en san carlos o ya se te olvido lopezobrador,drdelacruz7,dr de la cruz,unknow,es,lopezobrador hasta cuando dejaras de hacer show y cumplirás tu palabra de base a medicos de estatuto imss bienestar en tamaulipas hace anos dejaste tu palabra en san carlos o ya se te olvido lopezobrador
2023-05-13 15:00:05+00:00,3 cienfuegos tiene amplia experiencia trabajo en el registro federal de electores del ife 20022015 y fue asesor de taddei en el ople sonora pero tuvo un polemico paso por la direccion de administracion del imss donde fue denunciado por presuntos malos manejos en 2019,chamanesco,ernesto nunez albarran,mexico,es,cienfuegos tiene amplia experiencia trabajo en el registro federal de electores del fe y fue asesor de tarde en el sople sonora pero tuvo un polémico paso por la dirección de administración del imss donde fue denunciado por presuntos malos manejos en
2023-04-28 20:27:37+00:00,no han pagado ninguna pension ni la del imss,cipolcia,solis,mexico,es,no han pagado ninguna pension ni la del imss
2023-05-24 01:03:56+00:00,instala secretaria de salud comando estatal en matamoros para atencion de meningitis cdvictoria tamaulipas httpstcooqtiiqdfyl,laverdad_tam,la verdad noticias,mexico,es,instala secretaria de salud comando estatal en matamos para atención de meningitis victoria tamaulipas httpstcooqtiiqdfyl
2023-06-09 16:54:55+00:00,trasplantes de organos y tejidos una alternativa para donar vida y esperanza imss yucatan   vision peninsular  httpstco05ioe57oyk,visionpe,vision peninsular,unknow,es,trasplantes de organos y tejidos una alternativa para donar vida y esperanza imss acatan vision península
2023-06-02 00:18:01+00:00,parezco enfermera del imss en las fotos ,fskinfill,miss americana ,mexico city,es,parezco enfermera del imss en las fotos
2023-05-04 18:08:25+00:00,cofepris zoerobledo tuimss a que hora hablaran con psicofarma para ya tengamos una solucion al desabasto de medicamentos psiquiatricos alexsvarch ,garabatogarban1,eliaw garabato,unknow,es,cofepris zoerobledo tuimss a que hora hablaran con psicodrama para ya tengamos una solución al desacato de medicamentos psiquiátricos alexsvarch
2023-04-27 01:17:29+00:00,con esta iniciativa movimiento ciudadano perdera todo el apoyo que hasta ahora tiene del sector empresarial no hay empresa que aguante esa iniciativa mas los altos costos sociales de un imss inoperante y caro y las nuevas extensiones de vacaciones anuales iniciarian una quiebra masiva de empresas dantedelgado lopezdoriga sergiosarmiento excelsior milenio,ppesco,jose escobar gomez,mexico,es,con esta iniciativa movimiento ciudadano perdera todo el apoyo que hasta ahora tiene del sector empresarial no hay empresa que aguante esa iniciativa mas los altos costos sociales de un imss inoperante y caro y las nuevas extensiones de vacaciones anuales iniciaran una quiebra masiva de empresas dantedelgado lopezdoriga sergiosarmiento excelsior milenio
2023-05-13 13:34:32+00:00,disculpas seguimiento revisiones de la secretaria de salud y mayor precaucion de mi parte no hay otra opcion cuidarlos tambien es hacerse cargo de los problemas y corregirlos y evitar que se conviertan en un lio para las demas personas o animales,mgodoyferro,monica godoy,"bogota, d.c., colombia",es,disculpas seguimiento revisiones de la secretaria de salud y mayor precaución de mi parte no hay otra opción cuidarlos tambien es hacerse cargo de los problemas y corregirlos y evitar que se conviertan en un lio para las demas personas o animales
2023-04-29 16:59:47+00:00,mhcesac saludos podrian abrir un caso para exhortar a la secretaria de salud ubicada en las calles de taine esquina homero que dejen de hacer pruebas con sus alarmas inician a las 0700am del sabado muchas gracias,atrujillo3,atrujillo,unknow,es,mhcesac saludos podrian abrir un caso para exportar a la secretaria de salud ubicada en las calles de caine esquina homero que dejen de hacer pruebas con sus alarmas inician a las del sabado muchas gracias
2023-06-20 14:44:16+00:00,tuimss zoerobledo ojala y asi sea porque dejan mucho que desear y no se va a cumplir lo que el presidente lopezobrador quiere  hay que invertirle dinero hay mucho en mexico y espero que no se lo esten robando con la corrupcion no se avanza saluddecalidad,shuncuixh,posyo,unknow,es,tuimss zoerobledo ojala y asi sea porque dejan mucho que desear y no se va a cumplir lo que el presidente lopezobrador quiere hay que invertirlo dinero hay mucho en mexico y espero que no se lo esten robando con la corrupción no se avanza saluddecalidad
2023-05-25 13:20:00+00:00,"a menos de un mes de su inauguracion se inunda hospital del tuimss  en cuautlancingo

ambasmanos  magarelyhl httpstcoxswf41ibqs",ambas_manos,ambas manos,"puebla, mexico",es,a menos de un mes de su inauguración se inunda hospital del tuimss en cuautlancingo ambasmanos magarelyhl
2023-06-24 16:34:00+00:00,soymanuvega drsarnoso me interesa esa promo eso y una base en imss,dr_carboprost,dr. shultze,ciudad de mexico ,es,soymanuvega sarnoso me interesa esa promo eso y una base en imss
2023-04-27 23:04:36+00:00,"serviciosocial solicitan donadores de sandra para hugo jimarez ojeda 

esta internado en el hospital de traumatologia y ortodpedia del imss puebla  httpstcor51lokk1xz",julioc_morales,julio cesar morales,"puebla, pue",es,serviciosocial solicitan donadores de sandra para hago jimarez ojeada esta internado en el hospital de traumatología y ortopedia del imss puebla
2023-05-27 03:23:07+00:00,cativaldez tuimss o por verguenza como las mujeres es natural la verguenza,mmarkito94,marco minchan,unknow,es,cativaldez tuimss o por verguenza como las mujeres es natural la verguenza
2023-04-04 03:01:57+00:00,patobullrich vivicanosaok lanacionmas hola vivi te escribo porque en cordoba la municipalidad es tan corrupta que te bloquea para no mostrar la verdad este es el msj de secretaria de salud municipal me adeudan mes diciembre de becaria de salud tres anos trabaje se nos uso y por reclamar en redes httpstcoxsrh6w1dhz,isabelp43050818,isabel,"cordoba, argentina",es,patobullrich vivicanosaok lanacionmas hola vivi te escribo porque en corona la municipalidad es tan corrupta que te bloquea para no mostrar la verdad este es el ms de secretaria de salud municipal me adeuda mes diciembre de becaria de salud tres anos trabaje se nos uso y por reclamar en redes
2023-06-05 20:17:33+00:00,"tuimss ojala

   ya no permitan el ingreso al instituto de recomendados y las plazas sean para verdaderos profesionales 

            ",carmenyscarvil1,pariente,chiripitonguillo el alto.,es,tuimss ojala ya no permitan el ingreso al instituto de recomendados y las plazas sean para verdaderos profesionales
2023-05-14 21:15:09+00:00,hechizero38 mreldiablo8 tuimss se dice provecho,poblanobasado,poblano basado,"puebla, mexico",es,tuimss se dice provecho
2023-05-15 13:56:39+00:00,mreldiablo8 tuimss era hora del lunch,jmoralesrams,jesus morales,unknow,es,tuimss era hora del lunch
2023-05-16 14:00:14+00:00,gobierno federal la hace de nuevo aqui en este tiktok promete el senor lopezobrador  aumentar el sueldo a los medicos especialistas pero la realidad el nuevo tuimss bienestar y en el siguiente tweet les dejo la realidad httpstcohnydmqcztw,ag_sthel,agna sthel jurado,cdmx ,es,gobierno federal la hace de nuevo aqui en este tinto promete el senor lopezobrador aumentar el sueldo a los medicos especialistas pero la realidad el nuevo tuimss bienestar y en el siguiente tweet les dejo la realidad httpstcohnydmqcztw
2023-05-12 18:40:07+00:00,zoerobledo tuimss  lopezdoriga carlosloret hospital vicente guerrero acapulco paciente hilda rodriguez 5 dias esperando que nutran a la paciente lo mismo dicen que no hay insumos rehabilitacion no hay personal que tenemos que hacer antes de una tragedia,titopaz2,tito paz,unknow,es,zoerobledo tuimss lopezdoriga carlosloret hospital vicente guerrero capullo paciente hilda rodrigues dias esperando que nutren a la paciente lo mismo dicen que no hay insumos rehabilitación no hay personal que tenemos que hacer antes de una tragedia
2023-05-15 15:34:10+00:00,tuimss no quiero sus llamadas telefonicas fingidas que no aparecen ni como llamadas perdidas quiero que pongan a trabajar a los doctores y personal de la unidad de medicina familiar 183 basta ver sus calificaciones en internet para saber que es una unidad basura,drael_8,rafael cc,unknow,es,tuimss no quiero sus llamadas telefonicas fingidas que no aparecen ni como llamadas perdidas quiero que pongan a trabajar a los doctores y personal de la unidad de medicina familiar basta ver sus calificaciones en internet para saber que es una unidad basura
2023-05-17 13:07:20+00:00,"localizan a migrantes que fueron secuestrados en slp
el director del imss zoe robledo licenciatura a la enfermeria general clinica
mexico recupero 65 piezas arqueologicas pertenecientes al periodo prehispanico
httpstcont7djd0prm",nachomat72,ignacio matias,ciudad de mexico,es,localizan a migrantes que fueron secuestrados en sip el director del imss zoe robado licenciatura a la enfermeria general clinica mexico recupero piezas arqueológicas pertenecientes al periodo prehispanico
2023-06-05 14:19:21+00:00,zoerobledo tuimss lopezobrador zoerobledo  asi es zoe robledo  solo queda el recuerdo pero nada de justicia  asi usted con los jubilados imss  imss cumple la ley registra el rjp ante consar no te hagas pato  quieres pasar a la historia como mejor directivo cumple primero,irmapad75040003,irma padilla,unknow,es,zoerobledo tuimss lopezobrador zoerobledo asi es zoe robado solo queda el recuerdo pero nada de justicia asi usted con los jubilados imss imss cumple la ley registra el rap ante contar no te hagas pato quieres pasar a la historia como mejor directivo cumple primero
2023-05-31 17:55:11+00:00,vialidadleon la unidad t306 del issste se encuentra ya mas de media hora estacionada en la calle hermanos aldama  y esta ocasionando caos vial httpstcoztu4zkp0ul,chujeringon,chujer1ng0n,unknow,es,vialidadleon la unidad del issste se encuentra ya mas de media hora estacionada en la calle hermanos aldaba y esta ocasionando caos vial
2023-05-15 00:25:03+00:00,mreldiablo8 tuimss contamos con excelente ambiente laboral ,garusparrow,garu sparrow ,"tijuana, b.c.",es,tuimss contamos con excelente ambiente laboral
2023-03-28 02:26:21+00:00,"si esa cantidad de medicamentos y de usuarios estan en manos de alguien que al parecer no sigue la guia de la secretaria de salud y que ademas no es medico no se esta poniendo en riesgo la salud de una parte de la poblacion 

1725",manolo_kub,sara mago ,mexico,es,si esa cantidad de medicamentos y de usuarios estan en manos de alguien que al parecer no sigue la guia de la secretaria de salud y que ademas no es medico no se esta poniendo en riesgo la salud de una parte de la población
2023-05-03 02:09:37+00:00,wigthe santinodumua tuimss si pero el de los gringos ,draganvm,dragan shura,en mexicalpan,es,with santinodumua tuimss si pero el de los gringos
2023-06-02 16:47:22+00:00,dentro de esta jornada de salud y al termino del protocolo de inauguracion se impartio la conferencia alimentacion postcovid a cargo de la maestra en nutricion clinica jessica limon lozano quien es responsable del programa ecos para el bienestar por parte del issste httpstcoqmu9qdwtop,techuauchinango,panteras tec,unknow,es,dentro de esta jornada de salud y al termino del protocolo de inauguración se impartir la conferencia alimentación postcovid a cargo de la maestra en nutrición clinica jessica limon lozano quien es responsable del programa ecos para el bienestar por parte del issste
2023-06-22 20:10:03+00:00,"estos son los requisitos para inscribirte gratis en el imss bienestar
httpstco96b5ryevwa",elpuntocritico,el punto critico,ciudad de mexico,es,estos son los requisitos para inscribirte gratis en el imss bienestar
2023-05-15 23:40:23+00:00,tipadulto saquen una copia yo fotografia de su carnet si tienen imss nos facilitan un chingo la vida a los trabajadores imss y mas importante aun se facilitan un chingamadral la vida a ustedes,teffieberts,anastasia beaverhausen,mexico,es,tipadulto saquen una copia yo fotografia de su carnet si tienen imss nos facilitan un chingo la vida a los trabajadores imss y mas importante aun se facilitan un chingamadral la vida a ustedes
2023-05-09 12:58:16+00:00,tuimss por que el cierre de guarderias sin previo aviso,moochimich,moochi,unknow,es,tuimss por que el cierre de guarderías sin previo aviso
2023-03-06 17:01:55+00:00,edwinostos1 ya me gane varios insultos por citar a la secretaria de salud de cali y a la alcaldia ,elikitty_33,ely ,colombia,es,ya me gane varios insultos por citar a la secretaria de salud de cali y a la alcaldia
2023-04-29 20:55:10+00:00,mireyag69015549 tuimss se nota verdad,roc_santaanna,rocio  ,unknow,es,tuimss se nota verdad
2023-05-13 10:50:21+00:00,"kippalpe jesusrcuevas quemon y por ahi sonaban los periodistas de cuauhtemoc blanco

si se puede ganar mas ya sea en cash puesto concesion gasolinera y contrato del imss o casas",reysys,reynaldo ruiz flores,mexico city,es,kippalpe jesusrcuevas queman y por ahi sonaban los periodistas de cuauhtemoc blanco si se puede ganar mas ya sea en cash puesto concesión gasolinera y contrato del imss o casas
2023-05-02 14:02:07+00:00,reporte generado por la secretaria de salud fuente de datos sisa,gobiernodejunin,gobierno de junin,"junin, argentina",es,reporte generado por la secretaria de salud fuente de datos siga
2023-06-24 19:26:46+00:00,hecatombeooc akn4710 jaja pero de donde hablas y el nmms no es el imss jaja,tomas55676379,tomas a secas,unknow,es,hecatombeooc jaja pero de donde hablas y el mms no es el imss jaja
2023-05-25 09:41:17+00:00,comunicado del consejo latinoamericano de estudios sociales sobre mi despido como acto de represalia y por discriminacion por solicitar los ajustes razonables que me permitieran laborar y cuidar a mi hijo con pcd tuimss zoerobledo me rescindiste con dolo conapred cndh,madrescuidando,marianin noriega,unknow,es,comunicado del consejo latinoamericano de estudios sociales sobre mi despido como acto de represalia y por discriminación por solicitar los ajustes razonables que me permitieran laborar y cuidar a mi hijo con cd tuimss zoerobledo me respondiste con dolo conapred cada
2023-05-15 02:18:04+00:00,gobiernomx tuimss no han creado empleos solo los han regularizado la mayoria de esos empleos ya existian o ha sido atraccion de los gobiernos estatales a pesar de ustedes,danielvenus91,daniel saenz,aqui,es,gobierno tuimss no han creado empleos solo los han regularidad la mayoria de esos empleos ya existian o ha sido atracción de los gobiernos estatales a pesar de ustedes
2023-05-27 06:53:32+00:00,mabelle2606 lopezobrador que ha pasado en el pais andino de chile si en mexico se hace de una manera diferente y mas justa para la poblacion si las pensiones solo las manejara el imss,socarroncaz,oscar de los santos,unknow,es,lopezobrador que ha pasado en el pais anodino de chile si en mexico se hace de una manera diferente y mas justa para la población si las pensiones solo las manejara el imss
2023-06-14 17:32:39+00:00,ricardobsalinas ojala pongan una pecera de esas en el imss o en el issste para relajarnos mientras nos toca pasar a consulta,vzamudioch,vzamudio,unknow,es,ricardobsalinas ojala pongan una pecera de esas en el imss o en el issste para relajarnos mientras nos toca pasar a consulta
2023-06-18 22:36:44+00:00,y esta metida la novia de tu suegro se sabe algo para tiesta te lo conseguira sin tu virgen rubia de medugori y sus artimanias de santeria y demaspor ende la secretaria de turismo o el isssteo se muere tu mujer y te vas al senado en automatico conmigo de esposa yo maria sonia,jannetghernand3,jannet g hernandez garcia/de ortiz since 1990.,"cal,edo de mex,y demas en us.",es,y esta metida la novia de tu suegro se sabe algo para fiesta te lo conseguira sin tu virgen rubia de medugori y sus artimañas de santería y demaspor ende la secretaria de turismo o el isssteo se muere tu mujer y te vas al senado en automatico conmigo de esposa yo maria sonia
2023-05-25 21:53:59+00:00,el imss y es mi caso soy de los muchos pacientes afectados por la sobre venta y el bum de medicamentos como saxenda y ozempic hago un llamado a la secretariadesalud ssscdmx cofepris para poner normas mas estrictas al momento de adquirir estos medicamentos,rivera_suj65163,sujey de leon rivera,unknow,es,el imss y es mi caso soy de los muchos pacientes afectados por la sobre venta y el bum de medicamentos como agenda y ozempic hago un llamado a la secretariadesalud ssscdmx cofepris para poner normas mas estrictas al momento de adquirir estos medicamentos
2023-06-20 20:33:43+00:00,zoerobledo marathb stpsmx dr zoe soy una mujer viuda tengo 60 anos pago renta gas transporte alimentos  lo problemas administrativos que tiene el imss no es mi problema usted decide que hasta el 030723 pagan la pension no es justo,maragua79352608,maria guadalupe,unknow,es,zoerobledo maratón stpsmx dr zoe soy una mujer viuda tengo anos pago renta gas transporte alimentos lo problemas administrativos que tiene el imss no es mi problema usted decide que hasta el pagan la pension no es justo
2023-06-05 02:22:11+00:00,valdelp desgraciadamente si gana delfina al menos en el servicio hospitalario se va ir a la mierda por que reducir el salario medico ellos y su imss bienestar van a joder horriblemente,yisus632yisus63,iesu,"busan, republic of korea",es,valdelp desgraciadamente si gana defina al menos en el servicio hospitalario se va ir a la mierda por que reducir el salario medico ellos y su imss bienestar van a joder horriblemente
2023-06-25 04:17:45+00:00,"este nuevo espectacular sobre periferico norte genera contaminacion luminica deslumbra en las noches y pega de frente a la clinica del imss 58 en tlalnepantla urge apagarlo en las noches o cambiarlo de lugar gobtlalne tonyrodriguezmx 
atento aviso a los patrocinadores httpstcotfhpngfn59",marioenrique,mario enrique sanchez,mexico,es,este nuevo espectacular sobre periférico norte genera contaminación lumínica deslumbra en las noches y pega de frente a la clinica del imss en tlalnepantla urge apagarlo en las noches o cambiarlo de lugar gobtlalne tonyrodriguezmx atento aviso a los patrocinadores
2023-05-17 23:53:11+00:00,una esperanza de vida llego para una paciente del hospital de cardiologia numero 34 del imss ya que recibio un corazon donado en el estadodemexico  httpstcocuvfjtmrfl,1erolasmujeres,primero las mujeres,nuevo leon,es,una esperanza de vida llego para una paciente del hospital de cardiología numero del imss ya que recibio un corazon donado en el estadodemexico httpstcocuvfjtmrfl
2023-04-27 01:50:45+00:00,pajaropolitico mxdiputados senadomexicano que pasara con los centros de salud que eran los que atendian y las poblaciones que no tienen clinicas del imss en fin la super pendejez de 4t ,perryw70,el perry williams,chilangolandia,es,pajaropolitico diputados senadomexicano que pasara con los centros de salud que eran los que atendían y las poblaciones que no tienen clinicas del imss en fin la super pendejo de
2023-03-23 01:35:33+00:00,"rcvnoticias

una vez que el covid19 ha bajado su intensidad la secretaria de salud no debe descuidar otras enfermedades que son altamente contagiosas como la malaria el dengue la tuberculosis entre otras detalla el epidemiologo keneth rodriguez httpstco0kuvfrcp3q",rcvhonduras,radio cadena voces,honduras,es,rcvnoticias una vez que el ha bajado su intensidad la secretaria de salud no debe descuidar otras enfermedades que son altamente contagiosas como la malaria el dengue la tuberculosis entre otras detalla el epidemiólogo kenneth rodrigues
2023-05-22 18:28:16+00:00,"conforme paso tiempo de espera en el imss aumentan mis necesidades basicas
como amor ternura comprension juguito y fruta o taquitos  ",corbatacorbata,corbata amarilla,"guadalajara, jalisco",es,conforme paso tiempo de espera en el imss aumentan mis necesidades basicas como amor ternura comprension juguito y fruta o taquitos
2023-05-02 16:45:27+00:00,sandersmx hoyacapulco tuimss hasta los medicos reconocen que es dios quien sana a traves de ellos saludos,belishamar,belisha mar,queretaro,es,sanders hoyacapulco tuimss hasta los medicos reconocen que es dios quien sana a traves de ellos saludos
2023-06-15 13:05:15+00:00,lajornadaonline cafevega cceoficialmx ojala hagan una reforma laboral sobre las aportaciones patronales en las cuotas del imss esa es otra transa,manuelrosz,manuel romero,"acapulco de juarez, guerrero",es,lajornadaonline cafetera cceoficialmx ojala hagan una reforma laboral sobre las aportaciones patrones en las cuotas del imss esa es otra trans
2023-06-17 09:24:21+00:00,"fue un largo camino que recorrimos y llegamos al mismo lugar de hace 1 ano gracias al tuimss mi hija no tendra la posibilidad de escuchar estoy llena de impotencia y coraje sobretodo por lo cansado y frustrante del camino
redicmex imagentvmex 
aristeguionline zoerobledo httpstco2i1iuxma83",dyarto,daniela fernanda,unknow,es,fue un largo camino que recorrimos y llegamos al mismo lugar de hace ano gracias al tuimss mi hija no tendra la posibilidad de escuchar estoy llena de impotencia y coraje sobretodo por lo cansado y frustrante del camino redime imagentvmex aristeguionline zoerobledo
